autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
"A Bessa, FM Silva, RF Nogueira, E Bertini",1,citantes,a bessa fm silva rf nogueira e bertini,False
"JD Mazimpaka, S Timpf",1,citantes,jd mazimpaka s timpf,False
R Nasser,1,citantes,r nasser,False
JI Carreño Herrera,1,citantes,ji carreno herrera,False
"VMG Velame, LSA Bins",1,citantes,vmg velame lsa bins,False
LM Machado,1,citantes,lm machado,False
LA Calvo-valverde,1,citantes,la calvovalverde,False
Y Chen,1,citantes,y chen,False
"M Bartling, S Sotelo, A Eitzinger, K Atzmanstorfer",1,citantes,m bartling s sotelo a eitzinger k atzmanstorfer,False
심규성， 문치국， 김재영,1,citantes,심규성 문치국 김재영,False
RES Castanhari,1,citantes,res castanhari,False
"Y Tian, S Lei, Z Bian, J Lu, S Zhang, J Fang",1,citantes,y tian s lei z bian j lu s zhang j fang,False
"CA Felgueiras, JO Ortiz, ECG Camargo, LM Namikawa",1,citantes,ca felgueiras jo ortiz ecg camargo lm namikawa,False
"F Andres, A Guitton, JL Cardoso Jr",1,citantes,f andres a guitton jl cardoso jr,False
CA Furtado,1,citantes,ca furtado,False
"THP Silva, CA Davis Jr, AHF Laender, MM Moro",1,citantes,thp silva ca davis jr ahf laender mm moro,False
ATV Rabelo,1,citantes,atv rabelo,False
"NCA de Freitas, PP Reboucas Filho",1,citantes,nca de freitas pp reboucas filho,False
"R Fileto, C May, C Renso, N Pelekis, D Klein",1,citantes,r fileto c may c renso n pelekis d klein,False
"R Fileto, A Raffaetà, A Roncato, JAP Sacenti",1,citantes,r fileto a raffaeta a roncato jap sacenti,False
"R Fileto, V Bogorny, C May, D Klein",1,citantes,r fileto v bogorny c may d klein,False
"DR de Almeida, SP de Vasconcelos",1,citantes,dr de almeida sp de vasconcelos,False
"T Wu, Y Zhu, L Xiang, J Qin, Y Wan",1,citantes,t wu y zhu l xiang j qin y wan,False
"LAPP Leme, C Renso, BP Nunes, GR Lopes",1,citantes,lapp leme c renso bp nunes gr lopes,False
"ALF Alves, C de Souza Baptista",1,citantes,alf alves c de souza baptista,False
"M Rönneberg, M Laakso, T Sarjakoski",1,citantes,m ronneberg m laakso t sarjakoski,False
"MG de Oliveira, CEC Campelo",1,citantes,mg de oliveira cec campelo,False
JH Rocha,1,citantes,jh rocha,False
ALF Alves,1,citantes,alf alves,False
"PV Mole, EB Noche",1,citantes,pv mole eb noche,False
"A Alves, C de Souza Baptista, DOS de Andrade",1,citantes,a alves c de souza baptista dos de andrade,False
"AY Grinberger, N Shoval",1,citantes,ay grinberger n shoval,False
"FP da Silva, R Fileto",1,citantes,fp da silva r fileto,False
J Gao,1,citantes,j gao,False
"ACO Silva, LMG Fonseca, TS Körting",1,citantes,aco silva lmg fonseca ts korting,False
"WT Nga, M Immitzera, AC de Oliveira Silvab",1,citantes,wt nga m immitzera ac de oliveira silvab,False
"HM John, B Forte, I Astin, T Allbrook, A Arnold",1,citantes,hm john b forte i astin t allbrook a arnold,False
"B Klotz, R Troncy, D Wilms, C Bonnet",1,citantes,b klotz r troncy d wilms c bonnet,False
"J Mao, J Liu, C Jin, A Zhou",1,citantes,j mao j liu c jin a zhou,False
"R Minnikhanov, I Anikin, A Mardanova, M Dagaeva",1,citantes,r minnikhanov i anikin a mardanova m dagaeva,False
"M Barragana, LO Alvares, V Bogorny",1,citantes,m barragana lo alvares v bogorny,False
"M Azeredo, AMV Monteiro, MIS Escada",1,citantes,m azeredo amv monteiro mis escada,False
"AA dos Santos, AS Furtado, LO Alvares, N Pelekis",1,citantes,aa dos santos as furtado lo alvares n pelekis,False
"K Benjamin, T Raphaël, W Daniel",1,citantes,k benjamin t raphael w daniel,False
安计勇， 朱猛， 翟靖轩， 王大阜,1,citantes,安计勇 朱猛 翟靖轩 王大阜,False
AGEH Samaniego,1,citantes,ageh samaniego,False
"AFC Carmo, MH Shimabukuro",1,citantes,afc carmo mh shimabukuro,False
"A Carmo, M Hirokazu, E Alcântara",1,citantes,a carmo m hirokazu e alcantara,False
"RO Jacome, C Stolle, G Grispos",1,citantes,ro jacome c stolle g grispos,False
"R Jacome, M Sweigard, CS Stolle, RK Faller",1,citantes,r jacome m sweigard cs stolle rk faller,False
"CH Bogossian, KR Ferreira, AMV Monteiro",1,citantes,ch bogossian kr ferreira amv monteiro,False
GOC Pacheco,1,citantes,goc pacheco,False
GV Mateveli,1,citantes,gv mateveli,False
"M Kamilakis, E Batoglou",1,citantes,m kamilakis e batoglou,False
C Krüger,1,citantes,c kruger,False
PR Zapevalin,1,citantes,pr zapevalin,False
"PE Brown, K Czapiga, A Jotshi, Y Kanza",1,citantes,pe brown k czapiga a jotshi y kanza,False
"S Tabik, AR Cervilla, E Zapata",1,citantes,s tabik ar cervilla e zapata,False
"G Zhu, J Li, J Wu, M Ma, L Wang, N Jing",1,citantes,g zhu j li j wu m ma l wang n jing,False
"M Auer, A Zipf",1,citantes,m auer a zipf,False
"E Sovetkin, A Gerber, BE Pieters",1,citantes,e sovetkin a gerber be pieters,False
"AJ Cauchi-saunders, IJ Lewis",1,citantes,aj cauchisaunders ij lewis,False
"ST Brinkmann, D Kremer",1,citantes,st brinkmann d kremer,False
"T Ophelders, A Schenfisch",1,citantes,t ophelders a schenfisch,False
"P Afshani, M de Berg, H Casanova, B Karsin",1,citantes,p afshani m de berg h casanova b karsin,False
"E Johansson, J Lundberg",1,citantes,e johansson j lundberg,False
G Yılmaz,1,citantes,g yılmaz,False
M Özkıdık,1,citantes,m ozkıdık,False
"P Afshani, MD Berg, H Casanova, B Karsin",1,citantes,p afshani md berg h casanova b karsin,False
CR Ferreira,1,citantes,cr ferreira,False
"M Ohdan, Y Ueno, K Aizawa",1,citantes,m ohdan y ueno k aizawa,False
"WR Franklin, SVG de Magalhães, W Li",1,citantes,wr franklin svg de magalhaes w li,False
C Lambrechts,1,citantes,c lambrechts,False
"D Wang, T Miwa, T Morikawa",1,citantes,d wang t miwa t morikawa,False
"S Park, CH Han, CH Im",1,citantes,s park ch han ch im,False
"M Liatsikou, S Papadopoulos, L Apostolidis",1,citantes,m liatsikou s papadopoulos l apostolidis,False
"AR de Aquino, LO Alvares, C Renso, V Bogorny",1,citantes,ar de aquino lo alvares c renso v bogorny,False
"MH Jeong, J Yin, S Wang",1,citantes,mh jeong j yin s wang,False
"G Ying, N Yiwen, Y Wei, X Hongli",1,citantes,g ying n yiwen y wei x hongli,False
EL Salah,1,citantes,el salah,False
"C Bhadane, K Shah",1,citantes,c bhadane k shah,False
周培培， 丁庆海， 罗海波， 侯幸林,1,citantes,周培培 丁庆海 罗海波 侯幸林,False
"AJ López-gutiérrez, PM Quintero-flores",1,citantes,aj lopezgutierrez pm quinteroflores,False
"AJ Lopez, PM Quintero, AK Hernandez",1,citantes,aj lopez pm quintero ak hernandez,False
YH Kuo,1,citantes,yh kuo,False
"عاقل شاه نشین سمیه, عباس پور رحیم علی",1,citantes,عاقل شاه نشین سمیه عباس پور رحیم علی,False
"X Zhen, J Genlin, T Mengmeng",1,citantes,x zhen j genlin t mengmeng,False
"M Reisi, S Sabri, M Agunbiade, A Rajabifard",1,citantes,m reisi s sabri m agunbiade a rajabifard,False
"S Hasani, A Sadeghi-niaraki",1,citantes,s hasani a sadeghiniaraki,False
HB Henriques,1,citantes,hb henriques,False
"O Čerba, K Jedlička",1,citantes,o cerba k jedlicka,False
"A Nohara, S Shiramatsu, T Ozono, T Shintani",1,citantes,a nohara s shiramatsu t ozono t shintani,False
E Mf Elhouby,1,citantes,e mf elhouby,False
"OČ Uwb, Š Kafka, M Šplíchal, K Charvát, M Šrédl",1,citantes,oc uwb s kafka m splichal k charvat m sredl,False
"NP Kozievitch, LC Gomes-jr",1,citantes,np kozievitch lc gomesjr,False
"EB de Lima, CAD Junior",1,citantes,eb de lima cad junior,False
LS Costa,1,citantes,ls costa,False
"LS da Costa, IL Oliveira, A Moreira, J Lisboa-filho",1,citantes,ls da costa il oliveira a moreira j lisboafilho,False
"LS da Costa, IL Oliveira, A Moreira",1,citantes,ls da costa il oliveira a moreira,False
"NP Kozievitch, LC Gomes-jr, TMC Gadda",1,citantes,np kozievitch lc gomesjr tmc gadda,False
"M Naeem, N Ahmad, S Khan",1,citantes,m naeem n ahmad s khan,False
M Naeem,1,citantes,m naeem,False
"JA da Silva, KD Fook",1,citantes,ja da silva kd fook,False
"T Siqueira, J Oliveira, V Times",1,citantes,t siqueira j oliveira v times,False
"D Nciri, S Sassi, R Chbeir, S Faiz",1,citantes,d nciri s sassi r chbeir s faiz,False
"WD de Souza, J Lisboa-filho",1,citantes,wd de souza j lisboafilho,False
"LDM da Silva, JR de Freitas, JN Vidal-filho",1,citantes,ldm da silva jr de freitas jn vidalfilho,False
"JHS Câmara, J Lisboa-filho, RO Pereira",1,citantes,jhs camara j lisboafilho ro pereira,False
"VEC Dias, VG Sperandio",1,citantes,vec dias vg sperandio,False
"J Lauer, T Kraft",1,citantes,j lauer t kraft,False
"VEC Dias, VG Sperandio, J Lisboa-filho",1,citantes,vec dias vg sperandio j lisboafilho,False
"JHS Câmara, RO Pereira, WD Souza, J Lisboa-filho",1,citantes,jhs camara ro pereira wd souza j lisboafilho,False
"B Allévius, M Höhle",1,citantes,b allevius m hohle,False
"D Leite, JH Rocha, C Baptista",1,citantes,d leite jh rocha c baptista,False
马武彬， 刘明星， 黄宏斌， 邓苏,1,citantes,马武彬 刘明星 黄宏斌 邓苏,False
"W Kuhn, A Ballatore",1,citantes,w kuhn a ballatore,False
"G Marchetti, G Benedetti, A Alharbi",1,citantes,g marchetti g benedetti a alharbi,False
"H Ferguson, A Krisnadhi, C Vardeman",1,citantes,h ferguson a krisnadhi c vardeman,False
"S Scheider, C Stasch",1,citantes,s scheider c stasch,False
E Eiðsson,1,citantes,e eiðsson,False
F Anwer,1,citantes,f anwer,False
"H Ferguson, CF Vardeman Ii",1,citantes,h ferguson cf vardeman ii,False
"H Ferguson, C Vardeman Ii",1,citantes,h ferguson c vardeman ii,False
"LV Stanislawski, BP Buttenfield",1,citantes,lv stanislawski bp buttenfield,False
"F Yu, G West, L Arnold, D Mcmeekin",1,citantes,f yu g west l arnold d mcmeekin,False
"S Cavazzi, BD Mason, N Kirk",1,citantes,s cavazzi bd mason n kirk,False
"GHR Nascimento, CA Davis Jr",1,citantes,ghr nascimento ca davis jr,False
"H Mao, X Fan, J Guan, YC Chen, H Su, W Shi",1,citantes,h mao x fan j guan yc chen h su w shi,False
"AS Furtado, R Fileto, C Renso",1,citantes,as furtado r fileto c renso,False
"B Tang, C Yang, L Xiang, J Zeng",1,citantes,b tang c yang l xiang j zeng,False
"C de Engenharia Florestal, K de Cássia Lima",1,citantes,c de engenharia florestal k de cassia lima,False
"H Fawzia, D Ahmeda, SA Mostafac, MFM Fudzeec",1,citantes,h fawzia d ahmeda sa mostafac mfm fudzeec,False
"M Abdipourchenarestansofla, C Schroth",1,citantes,m abdipourchenarestansofla c schroth,False
"T Řezník, P Kubíček, L Herman, T Pavelka, Š Leitgeb",1,citantes,t reznik p kubicek l herman t pavelka s leitgeb,False
D Bandella,1,citantes,d bandella,False
"L da Silva, F Berisha, Z Pourzolfaghar",1,citantes,l da silva f berisha z pourzolfaghar,False
황은택,1,citantes,황은택,False
"AM Saraiva, W França Costa, F Xavier",1,citantes,am saraiva w franca costa f xavier,False
"MAFM Magalhães, VP Matos",1,citantes,mafm magalhaes vp matos,False
"EPL Pereira‐franchi, MRN Barreira",1,citantes,epl pereirafranchi mrn barreira,False
VMS Delgado,1,citantes,vms delgado,False
CFP Jesus,1,citantes,cfp jesus,False
MOM da Silva,1,citantes,mom da silva,False
EPLP Franchi,1,citantes,eplp franchi,False
"E Avelino, A Schäfer",1,citantes,e avelino a schafer,False
"EM da Costa, A Louro",1,citantes,em da costa a louro,False
ES Barreto Junior,1,citantes,es barreto junior,False
PD Coelho,1,citantes,pd coelho,False
JLS Lustosa,1,citantes,jls lustosa,False
SC de Carvalho Cardoso,1,citantes,sc de carvalho cardoso,False
THVM de Moura,1,citantes,thvm de moura,False
"F Amini, S Rufiange, Z Hossain",1,citantes,f amini s rufiange z hossain,False
"K Mackenzie, W Siabato, F Reitsma",1,citantes,k mackenzie w siabato f reitsma,False
"M Jędruch, M Furmankiewicz, I Kaczmarek",1,citantes,m jedruch m furmankiewicz i kaczmarek,False
"FEA Horita, MC Fava, EM Mendiondo, J Rotava",1,citantes,fea horita mc fava em mendiondo j rotava,False
"JA Walsh, J Zucco, RT Smith",1,citantes,ja walsh j zucco rt smith,False
"APSB Vieira, RS João, LAS Romani",1,citantes,apsb vieira rs joao las romani,False
"KM Miller, C Lore, C Dorsey, LP Hush, DH Uttal",1,citantes,km miller c lore c dorsey lp hush dh uttal,False
"JAF Costa, APV Pinto, JR de Andrade",1,citantes,jaf costa apv pinto jr de andrade,False
"B Veloso, A Iabrudi, T Correa",1,citantes,b veloso a iabrudi t correa,False
"L Liu, H Hu, T Yang",1,citantes,l liu h hu t yang,False
"T Correa, B Veloso, A Iabrudi",1,citantes,t correa b veloso a iabrudi,False
"G Saygi, JY Blaise, I Dudek",1,citantes,g saygi jy blaise i dudek,False
CSC Kwok,1,citantes,csc kwok,False
"A Santanchè, JSC Longo, G Jomier",1,citantes,a santanche jsc longo g jomier,False
"RM Cesar-jr, CA Moreira Filho, CMB Medeiros",1,citantes,rm cesarjr ca moreira filho cmb medeiros,False
"GL Barczyszyn, NP Kozievitch, R Minetto, RD da Silva",1,citantes,gl barczyszyn np kozievitch r minetto rd da silva,False
"Y Huh, J Kim, K Yu, S Cho",1,citantes,y huh j kim k yu s cho,False
"C Granell, ÓB Fernández, L Díaz",1,citantes,c granell ob fernandez l diaz,False
"GR de Queiroz, AMV Monteiro, G Câmara",1,citantes,gr de queiroz amv monteiro g camara,False
"DCM Maia, BDC Camargos, M Holanda",1,citantes,dcm maia bdc camargos m holanda,False
A Stasiak,1,citantes,a stasiak,False
MG Oliveira,1,citantes,mg oliveira,False
AC Granell,1,citantes,ac granell,False
S Agarwal,1,citantes,s agarwal,False
B Thurm,1,citantes,b thurm,False
"JEG Malaverri, CB Medeiros",1,citantes,jeg malaverri cb medeiros,False
"TV Gottardo, I Barbosa",1,citantes,tv gottardo i barbosa,False
"EM Carboni, V Bogorny",1,citantes,em carboni v bogorny,False
"J Michel, D Youssefi, M Grizonnet",1,citantes,j michel d youssefi m grizonnet,False
"D Derksen, J Inglada, J Michel",1,citantes,d derksen j inglada j michel,False
"M Müller, L Bernard, D Kadner",1,citantes,m muller l bernard d kadner,False
"TS Körting, EF Castejon, LMG Fonseca",1,citantes,ts korting ef castejon lmg fonseca,False
"P Lassalle, J Inglada, J Michel",1,citantes,p lassalle j inglada j michel,False
"AR Soares, TS Körting, LMG Fonseca",1,citantes,ar soares ts korting lmg fonseca,False
邓富亮， 杨崇俊， 曹春香， 范协裕,1,citantes,邓富亮 杨崇俊 曹春香 范协裕,False
W Kuhn,1,citantes,w kuhn,False
"G Mai, W Huang, L Cai, R Zhu, N Lao",1,citantes,g mai w huang l cai r zhu n lao,False
JH Seo,1,citantes,jh seo,False
"R Figueiredo, D Pitta, AC Salgado",1,citantes,r figueiredo d pitta ac salgado,False
ME Puebla-martínez¹,1,citantes,me pueblamartinez1,False
"DC Cugler, CB Medeiros",1,citantes,dc cugler cb medeiros,False
"MS Mota, CB Medeiros",1,citantes,ms mota cb medeiros,False
DC Cugler,1,citantes,dc cugler,False
RPA Garrido,1,citantes,rpa garrido,False
BEM de Albuquerque Filho,1,citantes,bem de albuquerque filho,False
"CJ Neto, RR Ciferri, MTP Santos",1,citantes,cj neto rr ciferri mtp santos,False
"F Habib, NA Megahed, N Badawy",1,citantes,f habib na megahed n badawy,False
"T Song, X Cui, G Yu",1,citantes,t song x cui g yu,False
Y Wang,1,citantes,y wang,False
"PE Hosen, T Djatna, H Khusun",1,citantes,pe hosen t djatna h khusun,False
"T Lima, T Carneiro, L Silva, R Lana",1,citantes,t lima t carneiro l silva r lana,False
"AN Marteli, LBL Santos",1,citantes,an marteli lbl santos,False
AHM Siddiq,1,citantes,ahm siddiq,False
"T Lima, T Carneiro, L Silva, C Codeço, I Reis, L Santos",1,citantes,t lima t carneiro l silva c codeco i reis l santos,False
"DR Macedo, PS Pompeu, L de Morais",1,citantes,dr macedo ps pompeu l de morais,False
JB Silva,1,citantes,jb silva,False
Bhpmgp Brazil,1,citantes,bhpmgp brazil,False
"FG de Andrade, C de Souza Baptista, CA Davis Jr",1,citantes,fg de andrade c de souza baptista ca davis jr,False
"Z Chen, Y Yang",1,citantes,z chen y yang,False
"FG de Andrade, CDS Baptista",1,citantes,fg de andrade cds baptista,False
"FG de Andrade, C de Souza Baptista, U Schiel",1,citantes,fg de andrade c de souza baptista u schiel,False
"M Mittlböck, B Vockner",1,citantes,m mittlbock b vockner,False
"FM Fan, JM Bravo, W Collischonn",1,citantes,fm fan jm bravo w collischonn,False
"Aetdem de, USOEC da, Tnardov do, P Paulista",1,citantes,aetdem de usoec da tnardov do p paulista,False
S Bimonte,1,citantes,s bimonte,False
"C Zaza, S Bimonte, N Faccilongo, P La Sala",1,citantes,c zaza s bimonte n faccilongo p la sala,False
"R dos Santos Mello, R Fileto",1,citantes,r dos santos mello r fileto,False
"T Foerster, A Remke, G Kaspar",1,citantes,t foerster a remke g kaspar,False
"CA Davis Jr, GL Pappa, DRR de Oliveira",1,citantes,ca davis jr gl pappa drr de oliveira,False
"M Kayed, S Dakrory, AA Ali",1,citantes,m kayed s dakrory aa ali,False
"F Mata-rivera, M Torres-ruiz, G Guzman",1,citantes,f matarivera m torresruiz g guzman,False
"THV de Moura, CA Davis Jr",1,citantes,thv de moura ca davis jr,False
C Berragan,1,citantes,c berragan,False
"A Revenko, G Rehm",1,citantes,a revenko g rehm,False
M Bär,1,citantes,m bar,False
Y Yan,1,citantes,y yan,False
"ALP Marciano, ASC de Albuquerque, AB Oliveira",1,citantes,alp marciano asc de albuquerque ab oliveira,False
"N Kumar, SS Sathya",1,citantes,n kumar ss sathya,False
"F Zhang, P Zhao, S Xu, Y Wu, X Yang",1,citantes,f zhang p zhao s xu y wu x yang,False
"X Shi, B Xue",1,citantes,x shi b xue,False
"P Wang, J Ma, F Li",1,citantes,p wang j ma f li,False
"AR Cervilla, S Tabik, LF Romero",1,citantes,ar cervilla s tabik lf romero,False
"W Li, WR Franklin, SVG de Magalhães",1,citantes,w li wr franklin svg de magalhaes,False
"SVG Magalhaes, MVA Andrade",1,citantes,svg magalhaes mva andrade,False
"GC Pena, MVA Andrade, SVG Magalhaes",1,citantes,gc pena mva andrade svg magalhaes,False
"GC Pena, SVG Magalhães, MVA Andrade",1,citantes,gc pena svg magalhaes mva andrade,False
"GC Pena, SVG Magalhaes",1,citantes,gc pena svg magalhaes,False
"CR Ferreira, SVG Magalhaes",1,citantes,cr ferreira svg magalhaes,False
SVG Magalhães,1,citantes,svg magalhaes,False
J Braybrook,1,citantes,j braybrook,False
GL Tigerström,1,citantes,gl tigerstrom,False
"L Gong, T Yamamoto, T Morikawa",1,citantes,l gong t yamamoto t morikawa,False
"BH Albanna, IF Moawad, SM Moussa",1,citantes,bh albanna if moawad sm moussa,False
"J Gudmundsson, M Van Kreveld, F Staals",1,citantes,j gudmundsson m van kreveld f staals,False
"E Camossi, P Villa, L Mazzola",1,citantes,e camossi p villa l mazzola,False
MM Kwakye,1,citantes,mm kwakye,False
"A Mousavi, A Sheikh Mohammad Zadeh",1,citantes,a mousavi a sheikh mohammad zadeh,False
"BC Leal, JAF de Macedo, VC Times",1,citantes,bc leal jaf de macedo vc times,False
"TP Nogueira, H Martin, RMC Andrade",1,citantes,tp nogueira h martin rmc andrade,False
"RD das, N Ronald, S Winter",1,citantes,rd das n ronald s winter,False
A Mousavi,1,citantes,a mousavi,False
T Vermeulen,1,citantes,t vermeulen,False
M Mireku Kwakye,1,citantes,m mireku kwakye,False
BC Leal,1,citantes,bc leal,False
BN Kronemeijer,1,citantes,bn kronemeijer,False
"I Van Duijn, I Kostitsyna, M Van Kreveld",1,citantes,i van duijn i kostitsyna m van kreveld,False
"O Font, G Frances, A Jonsson, P Bartie, W Mackaness",1,citantes,o font g frances a jonsson p bartie w mackaness,False
"O Font, G Frances, A Jonsson, P Bartie",1,citantes,o font g frances a jonsson p bartie,False
M Raubalb,1,citantes,m raubalb,False
M Pešek,1,citantes,m pesek,False
"TB Ferreira, SM Stempliuc",1,citantes,tb ferreira sm stempliuc,False
"TB Ferreira, SM Stempliuc, J Lisboa-filho",1,citantes,tb ferreira sm stempliuc j lisboafilho,False
GJZ Martinez,1,citantes,gjz martinez,False
"H Saadaoui, S Farah, H Lechgar, A Ghennioui",1,citantes,h saadaoui s farah h lechgar a ghennioui,False
"F Assis Leal, CM de Souza",1,citantes,f assis leal cm de souza,False
