id_geoinfo,ordem,autor_original,autor_padronizado,instituicao_original,instituicao_padronizada
8JMKD2USPTW34P/4DKBAQH,1,"Adorno, Bruno Vargas",Bruno Vargas Adorno,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBAQH,2,"Nesbitt, Lorien",Lorien Nesbitt,University of British Columbia,University of British Columbia
8JMKD2USPTW34P/4DKBAQH,3,"Amaral, Silvana",Silvana Amaral,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBE9S,1,"Andrade, Pedro Ribeiro",Pedro Ribeiro Andrade,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBE9S,2,"Rodrigues, Erick Teixeira",Erick Teixeira Rodrigues,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBE9S,3,"Simoes, Rolf E. O.",Rolf E. O. Simoes,Open Geo Hub (OGH),Open Geo Hub (OGH)
8JMKD2USPTW34P/4DKBE9S,4,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBSAB,1,"Chuizaca-Espinoza, Isabel Adriana",Isabel Adriana Chuizaca-Espinoza,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBSAB,2,"Amaral, Silvana",Silvana Amaral,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBDA8,1,"Costa, Gabriel F.",Gabriel F. Costa,Federal University of Ouro Preto (UFOP),Federal University of Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKBDA8,2,"Santos, Leonardo Bacelar Lima",Leonardo Bacelar Lima Santos,National Center for Monitoring and Early Warning of Natural Disasters (CEMADEN),National Center for Monitoring and Early Warning of Natural Disasters (CEMADEN)
8JMKD2USPTW34P/4DKBDA8,3,"Freitas, Vander L. S.",Vander L. S. Freitas,Federal University of Ouro Preto (UFOP),Federal University of Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKBEP8,1,"Cruz, Victor Augusto L.",Victor Augusto L. Cruz,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD2USPTW34P/4DKBEP8,2,"Smarzaro, Rodrigo",Rodrigo Smarzaro,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD2USPTW34P/4DKBEP8,3,"Davis Junior, Clodoveu A.",Clodoveu A. Davis Junior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD2USPTW34P/4DKB7C8,1,"Fernandes, Anibal Evaristo",Anibal Evaristo Fernandes,Universidade Federal de Itajubß (UNIFEI),Universidade Federal de Itajubß (UNIFEI)
8JMKD2USPTW34P/4DKB7C8,2,"Souza, Ant¶nio Carlos Zambroni de",Ant¶nio Carlos Zambroni de Souza,Universidade Federal de Itajubß (UNIFEI),Universidade Federal de Itajubß (UNIFEI)
8JMKD2USPTW34P/4DKB7C8,3,"Felgueiras, Carlos Alberto",Carlos Alberto Felgueiras,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKAUJL,1,"Leite, Cândida Caroline Souza de Santana",Cândida Caroline Souza de Santana Leite,National Institute for Space Research – (INPE),National Institute for Space Research – (INPE)
8JMKD2USPTW34P/4DKAUJL,2,"Júnior, Rogerio Costa de Oliveira",Rogerio Costa de Oliveira Júnior,National Institute for Space Research – (INPE),National Institute for Space Research – (INPE)
8JMKD2USPTW34P/4DKAUJL,3,"Anderson, Liana Oighenstein",Liana Oighenstein Anderson,Natural Disaster and Alert Monitoring Center – (CEMADEN),Natural Disaster and Alert Monitoring Center – (CEMADEN)
8JMKD2USPTW34P/4DKAUJL,4,"Santos, Leonardo Bacelar Lima",Leonardo Bacelar Lima Santos,Natural Disaster and Alert Monitoring Center – (CEMADEN),Natural Disaster and Alert Monitoring Center – (CEMADEN)
8JMKD2USPTW34P/4DJ8B35,1,"Lopes, Gesiel Rios",Gesiel Rios Lopes,Institute of Mathematical and Computer Sciences – University of Sao Paulo,Institute of Mathematical and Computer Sciences – University of Sao Paulo
8JMKD2USPTW34P/4DJ8B35,2,"Tokuda, Eric K.",Eric K. Tokuda,Institute of Mathematical and Computer Sciences – University of Sao Paulo,Institute of Mathematical and Computer Sciences – University of Sao Paulo
8JMKD2USPTW34P/4DJ8B35,3,"Silva, Roberto F. da",Roberto F. da Silva,Biosystems Engineering Department – University of Sao Paulo,Biosystems Engineering Department – University of Sao Paulo
8JMKD2USPTW34P/4DJ8B35,4,"Delbem, Alexandre C. B.",Alexandre C. B. Delbem,Institute of Mathematical and Computer Sciences – University of Sao Paulo,Institute of Mathematical and Computer Sciences – University of Sao Paulo
8JMKD2USPTW34P/4DJ8B35,5,"Sousa, Joelcio Braga de",Joelcio Braga de Sousa,Facid Wyden University Center,Facid Wyden University Center
8JMKD2USPTW34P/4DKB9J8,1,"Lucas, Luiz Gabriel Camilo",Luiz Gabriel Camilo Lucas,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB9J8,2,"Körting, Thales Sehn",Thales Sehn Körting,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB9J8,3,"Namikawa, Laercio",Laercio Namikawa,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK3B2S,1,"Machado, Suzane Regina de Amorim Biscaia",Suzane Regina de Amorim Biscaia Machado,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD2USPTW34P/4DK3B2S,2,"Machado, Vanessa Lago",Vanessa Lago Machado,Instituto Federal Sul-Rio-Grandense (IFSUL),Instituto Federal Sul-Rio-Grandense (IFSUL)
8JMKD2USPTW34P/4DK3B2S,3,"Duarte, Mariana Machado Garcez",Mariana Machado Garcez Duarte,Universite libre de Bruxelles (ULB),Universite libre de Bruxelles (ULB)
8JMKD2USPTW34P/4DK3B2S,4,"Portela, Tarlis Tortelli",Tarlis Tortelli Portela,Instituto Federal do Parana (IFPR),Instituto Federal do Parana (IFPR)
8JMKD2USPTW34P/4DK3B2S,5,"Mello, Ronaldo dos Santos",Ronaldo dos Santos Mello,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD2USPTW34P/4DK3C4P,1,"Maia, Aluizio Brito",Aluizio Brito Maia,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK3C4P,2,"Silva, Evandro Jose da",Evandro Jose da Silva,Aeronautics Institute of Technology (ITA),Aeronautics Institute of Technology (ITA)
8JMKD2USPTW34P/4DK3C4P,3,"Rocha, Ezequiel Silva",Ezequiel Silva Rocha,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK3C4P,4,"Almeida, Claudia Maria de",Claudia Maria de Almeida,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK3C4P,5,"Renno, Camilo Daleles",Camilo Daleles Renno,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBDK5,1,"Margotte, Henrique",Henrique Margotte,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD2USPTW34P/4DKBDK5,2,"Pozo, Aurora",Aurora Pozo,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD2USPTW34P/4DKBDK5,3,"Hara, Carmem",Carmem Hara,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD2USPTW34P/4DKB58E,1,"Matos, Diego Henrique M.",Diego Henrique M. Matos,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD2USPTW34P/4DKB58E,2,"Davis Junior, Clodoveu A.",Clodoveu A. Davis Junior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD2USPTW34P/4DK6MPL,1,"Melo, Daniel Wander Ferreira",Daniel Wander Ferreira Melo,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK6MPL,2,"Candeias, Ana Lucia Bezerra",Ana Lucia Bezerra Candeias,Federal University of Pernambuco (UFPE),Federal University of Pernambuco (UFPE)
8JMKD2USPTW34P/4DK6MPL,3,"Santos, Rafael Duarte Coelho dos",Rafael Duarte Coelho dos Santos,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBRF5,1,"Mendonþa, Tiffany Laura Januci Teles de",Tiffany Laura Januci Teles de Mendonþa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBRF5,2,"Nascimento Filho, Ocione Dias do",Ocione Dias do Nascimento Filho,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBRF5,3,"Namikawa, LaÚrcio Massaru",LaÚrcio Massaru Namikawa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBRQ2,1,"Miranda, Bruno Guerreiro",Bruno Guerreiro Miranda,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBRQ2,2,"Gama, Fabio Furlan",Fabio Furlan Gama,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBB8L,1,"Mota, Victor Ferreira Almeida",Victor Ferreira Almeida Mota,Universidade Federal de Sao Joăo Del-Rei (UFSJ),Universidade Federal de Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKBB8L,2,"Castro, Gustavo Jose da Silva",Gustavo Jose da Silva Castro,Universidade Federal de Sao Joăo Del-Rei (UFSJ),Universidade Federal de Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKBB8L,3,"Pereira, Marconi Arruda",Marconi Arruda Pereira,Universidade Federal de Sao Joăo Del-Rei (UFSJ),Universidade Federal de Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKBB8L,4,"Xavier, Carolina Ribeiro",Carolina Ribeiro Xavier,Universidade Federal de Sao Joăo Del-Rei (UFSJ),Universidade Federal de Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DK6TML,1,"Oliveira, Edgar",Edgar Oliveira,Instituto Federal do Ceara (IFCE),Instituto Federal do Ceara (IFCE)
8JMKD2USPTW34P/4DK6TML,2,"Celes, Clayson",Clayson Celes,Universidade Federal do Espíırito Santo (UFES),Universidade Federal do Espíırito Santo (UFES)
8JMKD2USPTW34P/4DK6TML,3,"Oliveira, Carina T.",Carina T. Oliveira,Instituto Federal do Ceara (IFCE),Instituto Federal do Ceara (IFCE)
8JMKD2USPTW34P/4DK6TML,4,"Braga, Reinaldo",Reinaldo Braga,Instituto Federal do Ceara (IFCE),Instituto Federal do Ceara (IFCE)
8JMKD2USPTW34P/4DK6UEL,1,"Oliveira, André Estevam Costa",André Estevam Costa Oliveira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK6UEL,2,"Santiago Junior, Valdivino Alexandre de",Valdivino Alexandre de Santiago Junior,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK6L68,1,"Perciani, Bruno Zomignani",Bruno Zomignani Perciani,Laboratório de Gestăo de Riscos (LABGRIs),Laboratório de Gestăo de Riscos (LABGRIs)
8JMKD2USPTW34P/4DK6L68,2,"Nascimento, Victor Fernandez",Victor Fernandez Nascimento,Laboratório de Gestăo de Riscos (LABGRIs),Laboratório de Gestăo de Riscos (LABGRIs)
8JMKD2USPTW34P/4DK6L68,3,"Vasconcelos, Vitor Vieira",Vitor Vieira Vasconcelos,Laboratório de Gestăo de Riscos (LABGRIs),Laboratório de Gestăo de Riscos (LABGRIs)
8JMKD2USPTW34P/4DK6L68,4,"Werneck, Márcio de Souza",Márcio de Souza Werneck,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD2USPTW34P/4DKB9T5,1,"Pujatt, Mario A. S.",Mario A. S. Pujatt,Universidade Federal de Sao JoŃo del Rei (UFSJ),Universidade Federal de Sao JoŃo del Rei (UFSJ)
8JMKD2USPTW34P/4DKB9T5,2,"Pereira, Marconi de A.",Marconi de A. Pereira,Universidade Federal de Sao JoŃo del Rei (UFSJ),Universidade Federal de Sao JoŃo del Rei (UFSJ)
8JMKD2USPTW34P/4DK73E2,1,"Reis, Mariane Souza",Mariane Souza Reis,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK73E2,2,"Doblas, Juan",Juan Doblas,Global Earth Observation (GlobEO),Global Earth Observation (GlobEO)
8JMKD2USPTW34P/4DK73E2,3,"Gusmăo, Luiz Henrique",Luiz Henrique Gusmăo,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK73E2,4,"Moraes, Dayane Rafaela V. de",Dayane Rafaela V. de Moraes,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK73E2,5,"Messias, Cassiano Gustavo",Cassiano Gustavo Messias,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK73E2,6,"Sant’Anna, Sidnei Joao S.",Sidnei Joao S. Sant’Anna,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK73E2,7,"Mermoz, Stephane",Stephane Mermoz,Global Earth Observation (GlobEO),Global Earth Observation (GlobEO)
8JMKD2USPTW34P/4DK73E2,8,"Almeida, Claudio Aparecido de",Claudio Aparecido de Almeida,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBAFL,1,"Reis, Mariane Souza",Mariane Souza Reis,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBAFL,2,"Rodrigues, Erick Teixeira",Erick Teixeira Rodrigues,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBAFL,3,"Gomes, Emeli",Emeli Gomes,Federal University of Santa Catarina (UFSC),Federal University of Santa Catarina (UFSC)
8JMKD2USPTW34P/4DKBAFL,4,"Mantovani-Silva, Eduarda",Eduarda Mantovani-Silva,Federal University of Santa Catarina (UFSC),Federal University of Santa Catarina (UFSC)
8JMKD2USPTW34P/4DKBAFL,5,"Giles, André",André Giles,Federal University of Santa Catarina (UFSC),Federal University of Santa Catarina (UFSC)
8JMKD2USPTW34P/4DKBAFL,6,"Réquillart, Josephine",Josephine Réquillart,Federal University of Santa Catarina (UFSC),Federal University of Santa Catarina (UFSC)
8JMKD2USPTW34P/4DKBAFL,7,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKBAFL,8,"Jakovac, Catarina",Catarina Jakovac,Federal University of Santa Catarina (UFSC),Federal University of Santa Catarina (UFSC)
8JMKD2USPTW34P/4DK7KKP,1,"Santos, Júlio César Pimenta dos",Júlio César Pimenta dos Santos,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK7KKP,2,"Rech, Bruno",Bruno Rech,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK7KKP,3,"Maciel, Daniel Andrade",Daniel Andrade Maciel,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK7KKP,4,"Barbosa, Claudio Clemente Faria",Claudio Clemente Faria Barbosa,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK7KKP,5,"Ciotti, Áurea M.",Áurea M. Ciotti,University of Săo Paulo (USP),University of Săo Paulo (USP)
8JMKD2USPTW34P/4DK7KKP,6,"Martins, Vitor S.",Vitor S. Martins,Mississippi State University (MSU),Mississippi State University (MSU)
8JMKD2USPTW34P/4DK7KKP,7,"Paulino, Rejane",Rejane Paulino,Mississippi State University (MSU),Mississippi State University (MSU)
8JMKD2USPTW34P/4DK7KKP,8,"Novo, Evlyn Marcia Leao De Moraes",Evlyn Marcia Leao De Moraes Novo,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB8P2,1,"Schumacher, Van·cia",Van·cia Schumacher,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB8P2,2,"Martins, Elisa",Elisa Martins,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB8P2,3,"Galende, Fßbricio",Fßbricio Galende,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB8P2,4,"Morelli, Fabiano",Fabiano Morelli,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DKB8P2,5,"Garrot, Italo",Italo Garrot,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK6PE5,1,"Sepetauskas, Catia S. N.",Catia S. N. Sepetauskas,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK6PE5,2,"Soares, Giovanni Guarnieri",Giovanni Guarnieri Soares,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK6PE5,3,"Simoyama, Felipe O.",Felipe O. Simoyama,University of Sao Paulo (USP),University of Sao Paulo (USP)
8JMKD2USPTW34P/4DK6PE5,4,"Oyarzabal, Ricardo S.",Ricardo S. Oyarzabal,Center for Monitoring and Early Warning of Natural Disasters (CEMADEN),Center for Monitoring and Early Warning of Natural Disasters (CEMADEN)
8JMKD2USPTW34P/4DK6PE5,5,"Freitas, Vander L. S.",Vander L. S. Freitas,Federal University of Ouro Preto (UFOP),Federal University of Ouro Preto (UFOP)
8JMKD2USPTW34P/4DK6PE5,6,"Cardoso, Hugo S. P.",Hugo S. P. Cardoso,State University of Bahia (UNEB),State University of Bahia (UNEB)
8JMKD2USPTW34P/4DK6PE5,7,"N. Filho, AloĒsio S.",AloĒsio S. N. Filho,Faculdades Senai Cimatec (SENAI),Faculdades Senai Cimatec (SENAI)
8JMKD2USPTW34P/4DK6PE5,8,"Santos, Leonardo B. L.",Leonardo B. L. Santos,Center for Monitoring and Early Warning of Natural Disasters (CEMADEN),Center for Monitoring and Early Warning of Natural Disasters (CEMADEN)
8JMKD2USPTW34P/4DKB2JB,1,"Seregati, Yuri",Yuri Seregati,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD2USPTW34P/4DKB2JB,2,"Neme, Ana C. D.",Ana C. D. Neme,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD2USPTW34P/4DKB2JB,3,"Souza, Marlon F. de",Marlon F. de Souza,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD2USPTW34P/4DKB2JB,4,"Lamparelli, Rubens A. C.",Rubens A. C. Lamparelli,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD2USPTW34P/4DK6SD5,1,"Silva, Israel Nunes da",Israel Nunes da Silva,Instituto Tecnologico da Aeronáutica (ITA),Instituto Tecnologico da Aeronáutica (ITA)
8JMKD2USPTW34P/4DK6SD5,2,"Shiguemori, Elcio Hideichi",Elcio Hideichi Shiguemori,Instituto de Estudos Avançados (IEAv),Instituto de Estudos Avançados (IEAv)
8JMKD2USPTW34P/4DK6SD5,3,"Dietzsch, Gabriel",Gabriel Dietzsch,Instituto de Estudos Avançados (IEAv),Instituto de Estudos Avançados (IEAv)
8JMKD2USPTW34P/4DKBQSH,1,"Silva, Caroline da",Caroline da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBQSH,2,"Totti, Camila",Camila Totti,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBQSH,3,"Silva, Baggio Luiz de Castro",Baggio Luiz de Castro Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBQSH,4,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBQSH,5,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7FJS,1,"Almeida, Gabriel C.",Gabriel C. Almeida,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK7FJS,2,"Marcatti, Gustavo E.",Gustavo E. Marcatti,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK7FJS,3,"Pereira, Marconi de A.",Marconi de A. Pereira,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK7M82,1,"Antonio, Nathan Damas",Nathan Damas Antonio,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD2USPTW34P/4DK7M82,2,"Camboim, Silvana P.",Silvana P. Camboim,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD2USPTW34P/4DKB89L,1,"Guimarăes, Vinícius Lima",Vinícius Lima Guimarăes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKB89L,2,"Sant’Anna, Sidnei Joao Siqueira",Sidnei Joao Siqueira Sant’Anna,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKB89L,3,"Mura, José Claudio",José Claudio Mura,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKB89L,4,"Cortivo, Fábio Dall",Fábio Dall Cortivo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKB89L,5,"Kampel, Milton",Milton Kampel,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7GBS,1,"Oliveira Junior, Rogério Costa de",Rogério Costa de Oliveira Junior,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7GBS,2,"Duque, Johan S.",Johan S. Duque,Universidad Tecnologica del Uruguay (UTEC),Universidad Tecnologica del Uruguay (UTEC)
8JMKD2USPTW34P/4DK7GBS,3,"Negri, Rogério Galante",Rogério Galante Negri,Universidade Estadual Paulista (Unesp),Universidade Estadual Paulista (Unesp)
8JMKD2USPTW34P/4DK7GBS,4,"Santos, Leonardo Bacelar Lima",Leonardo Bacelar Lima Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKB5Q2,1,"Pereira, Maria E. D.",Maria E. D. Pereira,Federal University of Sao Joăo Del-Rei (UFSJ),Federal University of Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKB5Q2,2,"Andrade, Karen V.",Karen V. Andrade,Federal University of Sao Joăo Del-Rei (UFSJ),Federal University of Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKB5Q2,3,"Dutra, Shayene Bernardo",Shayene Bernardo Dutra,University of Sao Paulo (USP),University of Sao Paulo (USP)
8JMKD2USPTW34P/4DKB5Q2,4,"Pereira, Gabriel",Gabriel Pereira,Federal University of Sao Joăo Del-Rei (UFSJ),Federal University of Sao Joăo Del-Rei (UFSJ)
8JMKD2USPTW34P/4DKB5Q2,5,"Pires, Luciana B. M.",Luciana B. M. Pires,World Environmental Conservancy (WEC),World Environmental Conservancy (WEC)
8JMKD2USPTW34P/4DKB6PL,1,"Salles, Daniel B.",Daniel B. Salles,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKB6PL,2,"Liuth, Thiago A.",Thiago A. Liuth,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKB6PL,3,"Kinukawa, Karina M.",Karina M. Kinukawa,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKB6PL,4,"Soares, Ana Luiza Almeida",Ana Luiza Almeida Soares,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKB6PL,5,"Silva, Rodrigo Cesar P.",Rodrigo Cesar P. Silva,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DKB6PL,6,"Carneiro, Tiago S.",Tiago S. Carneiro,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD2USPTW34P/4DK7J92,1,"Santos, Júlio César Pimenta dos",Júlio César Pimenta dos Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7J92,2,"Bacellar, Pedro Ferrini Manhăes",Pedro Ferrini Manhăes Bacellar,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7J92,3,"Maciel, Daniel Andrade",Daniel Andrade Maciel,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7J92,4,"Martins, Vitor S.",Vitor S. Martins,Mississippi State University (MSU),Mississippi State University (MSU)
8JMKD2USPTW34P/4DK7J92,5,"Barbosa, Cláudio Clemente Faria",Cláudio Clemente Faria Barbosa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK7J92,6,"Novo, Evlyn Marcia Leao De Moraes",Evlyn Marcia Leao De Moraes Novo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DK6SUL,1,"Saraiva, Joao Pedro Melani",Joao Pedro Melani Saraiva,Instituto de Ciencia e Tecnologia UNESP,Instituto de Ciencia e Tecnologia UNESP
8JMKD2USPTW34P/4DK6SUL,2,"Pinheiro, Aluísio de Souza",Aluísio de Souza Pinheiro,"Instituto de Matematica, Estatística e Computaçăo Científica UNICAMP","Instituto de Matematica, Estatística e Computaçăo Científica UNICAMP"
8JMKD2USPTW34P/4DK6SUL,3,"Negri, Rogerio Galante",Rogerio Galante Negri,Instituto de Ciencia e Tecnologia UNESP,Instituto de Ciencia e Tecnologia UNESP
8JMKD2USPTW34P/4DK6KB2,1,"Silva, Jefferson V. da F. e",Jefferson V. da F. e Silva,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK6KB2,2,"Pereira, Marconi de A.",Marconi de A. Pereira,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
