id_geoinfo,ordem,autor_original,autor_padronizado,instituicao_original,instituicao_padronizada
8JMKD3MGPDW34P/3SG4EDL,3,"Arenas, Flavia Cristina",Flavia Cristina Arenas,Universidade Federal do Paranß (UFPR),Universidade Federal do Paranß (UFPR)
8JMKD3MGPDW34P/3SG4EDL,4,"Paula, Eduardo Vedor de",Eduardo Vedor de Paula,Universidade Federal do Paranß (UFPR),Universidade Federal do Paranß (UFPR)
8JMKD3MGPDW34P/3SG4EDL,5,"Camboim, Silvana Phillipi",Silvana Phillipi Camboim,Universidade Federal do Paranß (UFPR),Universidade Federal do Paranß (UFPR)
8JMKD3MGPDW34P/3SEUP9H,1,"Siqueira, Flavia",Flavia Siqueira,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/3SEUP9H,2,"Camara, Gabriele Silveira",Gabriele Silveira Camara,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/3SEUP9H,3,"Camboim, Silvana Philippi",Silvana Philippi Camboim,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/3SG4DR5,1,"Souza, Raissa P. P. M.",Raissa P. P. M. Souza,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SG4DR5,2,"Silva, Fabricio A.",Fabricio A. Silva,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SG4DR5,3,"Silva, Thais Regina M. B.",Thais Regina M. B. Silva,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SEUP2S,1,"Sperandio, Vinicius Garcia",Vinicius Garcia Sperandio,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SEUP2S,2,"Dias, Vitor Eduardo Concesso",Vitor Eduardo Concesso Dias,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SEUP2S,3,"Stempliuc, Sergio Murilo",Sergio Murilo Stempliuc,Faculdade Governador Ozanam Coelho (FAGOC),Faculdade Governador Ozanam Coelho (FAGOC)
8JMKD3MGPDW34P/3SEUP2S,4,"Lisboa-Filho, Jugurta",Jugurta Lisboa-Filho,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3SG4ET2,1,"Sá, Jose A. S.",Jose A. S. Sá,Universidade do Estado do Pará (UEA),Universidade do Estado do Pará (UEA)
8JMKD3MGPDW34P/3SG4ET2,2,"Gama, Fabio F",Fabio F Gama,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3SG4ET2,3,"Queiroz, Giberto Ribeiro",Giberto Ribeiro Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3SG4ET2,4,"Vinhas, Lúbia",Lúbia Vinhas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3SG4ET2,5,"Rocha, Brigida R. P.",Brigida R. P. Rocha,CENSIPAM,CENSIPAM
8JMKD3MGPDW34P/3Q5DUJH,1,"Almeida, Pedro Henrique Soares de",Pedro Henrique Soares de Almeida,Universidade Estadual de Ponta Grossa (UEPG),Universidade Estadual de Ponta Grossa (UEPG)
8JMKD3MGPDW34P/3Q5DUJH,2,"Rosa, Joel Zubek da",Joel Zubek da Rosa,Universidade Estadual de Ponta Grossa (UEPG),Universidade Estadual de Ponta Grossa (UEPG)
8JMKD3MGPDW34P/3Q5DUJH,3,"Ribeiro, Selma Regina Aranha",Selma Regina Aranha Ribeiro,Universidade Estadual de Ponta Grossa (UEPG),Universidade Estadual de Ponta Grossa (UEPG)
8JMKD3MGPDW34P/3Q5DUJH,4,"Senger, Luciano Jose",Luciano Jose Senger,Universidade Estadual de Ponta Grossa (UEPG),Universidade Estadual de Ponta Grossa (UEPG)
8JMKD3MGPDW34P/3Q5DPJ2,1,"Amancio, Andre Fonseca",Andre Fonseca Amancio,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD3MGPDW34P/3Q5DPJ2,2,"Carneiro, Tiago Garcia de Senna",Tiago Garcia de Senna Carneiro,Universidade Federal de Ouro Preto (UFOP),Universidade Federal de Ouro Preto (UFOP)
8JMKD3MGPDW34P/3Q5DSEP,1,"Andrade, Ronaldo Nelis de",Ronaldo Nelis de Andrade,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DSEP,2,"Bittencourt, Olga",Olga Bittencourt,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DSEP,3,"Morelli, Fabiano",Fabiano Morelli,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DSEP,4,"Santos, Rafael",Rafael Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DTTP,1,"Bachiega Junior, Joăo",Joăo Bachiega Junior,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DTTP,2,"Reis, Marco Sousa",Marco Sousa Reis,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DTTP,3,"Holanda, Maristela",Maristela Holanda,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DTTP,4,"Araujo, Aleteia P. F.",Aleteia P. F. Araujo,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DSU5,1,"Barczyszyn, Guilherme L.",Guilherme L. Barczyszyn,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/3Q5DSU5,2,"Kozievitch, Nadia P.",Nadia P. Kozievitch,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/3Q5DSU5,3,"Minetto, Rodrigo",Rodrigo Minetto,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/3Q5DSU5,4,"Silva, Ricardo D. da",Ricardo D. da Silva,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/3Q5DSU5,5,"Santi, Juliana de",Juliana de Santi,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/3Q5DQ6H,1,"Bayma, Lucas O.",Lucas O. Bayma,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/3Q5DQ6H,2,"Pereira, Marconi A.",Marconi A. Pereira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/3Q5DN2P,1,"Cabette, Ricardo Ramos",Ricardo Ramos Cabette,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/3Q5DN2P,2,"Pereira, Marconi Arruda",Marconi Arruda Pereira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/3Q5DN2P,3,"Oliveira, Tales Moreira",Tales Moreira Oliveira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/3Q5DN2P,4,"Pitanga, Heraldo Nunes",Heraldo Nunes Pitanga,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/3Q5DKPP,1,"Costa, Wanderson S.",Wanderson S. Costa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DKPP,2,"Fonseca, Leila M. G.",Leila M. G. Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DKPP,3,"Korting, Thales S.",Thales S. Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DKPP,4,"Simőes, Margareth G.",Margareth G. Simőes,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)
8JMKD3MGPDW34P/3Q5DKPP,5,"Bendini, Hugo N.",Hugo N. Bendini,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DKPP,6,"Souza, Ricardo Cartaxo M.",Ricardo Cartaxo M. Souza,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DU58,1,"Cruz, Igor G. M.",Igor G. M. Cruz,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/3Q5DU58,2,"Campelo, Claudio E. C.",Claudio E. C. Campelo,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/3Q5DU58,3,"Baptista, Claudio de S.",Claudio de S. Baptista,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/3Q5DM7H,1,"Felgueiras, Carlos Alberto",Carlos Alberto Felgueiras,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DM7H,2,"Ortiz, Jussara de Oliveira",Jussara de Oliveira Ortiz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DM7H,3,"Camargo, Eduardo Celso Gerbi",Eduardo Celso Gerbi Camargo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DM7H,4,"Namikawa, Laércio Massaru",Laércio Massaru Namikawa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DM7H,5,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,1,"Ferreira, Karine R.",Karine R. Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,2,"Ferla, Luis",Luis Ferla,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,3,"Santos, Suzane G.",Suzane G. Santos,UFPB,UFPB
8JMKD3MGPDW34P/3Q5DRKH,4,"Queiroz, Gilberto R.",Gilberto R. Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,5,"Vijaykumar, Nandamudi L.",Nandamudi L. Vijaykumar,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,6,"Noronha, Carlos A.",Carlos A. Noronha,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,7,"Mariano, Rodrigo M.",Rodrigo M. Mariano,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,8,"Wassef, Yasmin",Yasmin Wassef,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,9,"Taveira, Denis",Denis Taveira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,10,"Dardi, Ivan B.",Ivan B. Dardi,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,11,"Sansigolo, Gabriel",Gabriel Sansigolo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DRKH,12,"Guarnieri, Orlando",Orlando Guarnieri,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,13,"Musa, Daniela L.",Daniela L. Musa,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,14,"Rogers, Thomas",Thomas Rogers,Emory University,Emory University
8JMKD3MGPDW34P/3Q5DRKH,15,"Lesser, Jeffrey",Jeffrey Lesser,Emory University,Emory University
8JMKD3MGPDW34P/3Q5DRKH,16,"Page, Michael",Michael Page,Emory University,Emory University
8JMKD3MGPDW34P/3Q5DRKH,17,"Britt, Andrew G.",Andrew G. Britt,Emory University,Emory University
8JMKD3MGPDW34P/3Q5DRKH,18,"Atique, Fernando",Fernando Atique,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,19,"Santos, Janaina Y.",Janaina Y. Santos,Arquivo do Estado de Sao Paulo,Arquivo do Estado de Sao Paulo
8JMKD3MGPDW34P/3Q5DRKH,20,"Morais, Diego S.",Diego S. Morais,Arquivo do Estado de Sao Paulo,Arquivo do Estado de Sao Paulo
8JMKD3MGPDW34P/3Q5DRKH,21,"Miyasaka, Cristiane R.",Cristiane R. Miyasaka,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,22,"Almeida, Cintia R. de",Cintia R. de Almeida,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,23,"Nascimento, Luanna G. M. do",Luanna G. M. do Nascimento,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,24,"Diniz, Jaine A.",Jaine A. Diniz,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3Q5DRKH,25,"Santos, Monaliza C. dos",Monaliza C. dos Santos,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/3QCRA6L,1,"Gomes, Vitor",Vitor Gomes,Instituto de Estudos Avançados (IEAv),Instituto de Estudos Avançados (IEAv)
8JMKD3MGPDW34P/3QCRA6L,2,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3QCRA6L,3,"Ferreira, Karine",Karine Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3QCRA6L,4,"Sato, Luciane Yumie",Luciane Yumie Sato,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3QCRA6L,5,"Santos, Rafael",Rafael Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3QCRA6L,6,"Morelli, Fabiano",Fabiano Morelli,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUE5,1,"Jorge, Aurelienne A. S.",Aurelienne A. S. Jorge,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUE5,2,"Rossato, Marcio",Marcio Rossato,Via Vale Sistemas,Via Vale Sistemas
8JMKD3MGPDW34P/3Q5DUE5,3,"Bacelar, Roberta B.",Roberta B. Bacelar,Faculdade Anhanguera,Faculdade Anhanguera
8JMKD3MGPDW34P/3Q5DUE5,4,"Santos, Leonardo B. L.",Leonardo B. L. Santos,Centro Nacional de Monitoramento e Alerta de Desastre Naturais (CEMADEN),Centro Nacional de Monitoramento e Alerta de Desastre Naturais (CEMADEN)
8JMKD3MGPDW34P/3Q5DPDH,1,"Lima, Alan M. de",Alan M. de Lima,Universidade Salvador (UNIFACS),Universidade Salvador (UNIFACS)
8JMKD3MGPDW34P/3Q5DPDH,2,"Campos, Jorge",Jorge Campos,Universidade do Estado da Bahia (UNEB),Universidade do Estado da Bahia (UNEB)
8JMKD3MGPDW34P/3Q5DTGL,1,"Lima, Edson B. de",Edson B. de Lima,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/3Q5DTGL,2,"Davis Júnior, Clodoveu Augusto",Clodoveu Augusto Davis Júnior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/3Q5DQ25,1,"Marujo, Rennan F. B.",Rennan F. B. Marujo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQ25,2,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQ25,3,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQ25,4,"Bendini, Hugo do Nascimento",Hugo do Nascimento Bendini,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DT7P,1,"Medeiros, Gabriel Franklin Braz de",Gabriel Franklin Braz de Medeiros,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DT7P,2,"Holanda, Maristela",Maristela Holanda,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DT7P,3,"Araujo, Aleteia Patricia Favacho de",Aleteia Patricia Favacho de Araujo,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DT7P,4,"Victorino, Marcio de Carvalho",Marcio de Carvalho Victorino,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/3Q5DQSH,1,"Melo, Joanacelle C.",Joanacelle C. Melo,Universidade Federal da ParaĒba (UFPB),Universidade Federal da ParaĒba (UFPB)
8JMKD3MGPDW34P/3Q5DQSH,2,"Constantino, Renato G.",Renato G. Constantino,Universidade Federal da ParaĒba (UFPB),Universidade Federal da ParaĒba (UFPB)
8JMKD3MGPDW34P/3Q5DQSH,3,"Santos, Suzane G.",Suzane G. Santos,Universidade Federal da ParaĒba (UFPB),Universidade Federal da ParaĒba (UFPB)
8JMKD3MGPDW34P/3Q5DQSH,4,"Nascimento, Tiago P.",Tiago P. Nascimento,Universidade Federal da ParaĒba (UFPB),Universidade Federal da ParaĒba (UFPB)
8JMKD3MGPDW34P/3Q5DQSH,5,"Brito, Alisson V.",Alisson V. Brito,Universidade Federal da ParaĒba (UFPB),Universidade Federal da ParaĒba (UFPB)
8JMKD3MGPDW34P/3Q5DP2E,1,"Monteiro, Cristiano Martins",Cristiano Martins Monteiro,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/3Q5DP2E,2,"Martins, Flávio Vinícius Cruzeiro",Flávio Vinícius Cruzeiro Martins,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/3Q5DP2E,3,"Davis-Jr, Clodoveu Augusto",Clodoveu Augusto Davis-Jr,Centro Federal de Educaçăo e Tecnologia (CEFET-MG),Centro Federal de Educaçăo e Tecnologia (CEFET-MG)
8JMKD3MGPDW34P/3Q5DUR8,1,"Neves, Alana K.",Alana K. Neves,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,2,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,3,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,4,"Queiroz, Gilberto R.",Gilberto R. Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,5,"Vinhas, Lubia",Lubia Vinhas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,6,"Ferreira, Karine Reis",Karine Reis Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DUR8,7,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DNG5,1,"Nogueira, Tales P.",Tales P. Nogueira,Universitč Grenoble Alpes,Universitč Grenoble Alpes
8JMKD3MGPDW34P/3Q5DNG5,2,"Martin, Hervé",Hervé Martin,Universitč Grenoble Alpes,Universitč Grenoble Alpes
8JMKD3MGPDW34P/3Q5DNG5,3,"Andrade, Rossana M. C.",Rossana M. C. Andrade,Universidade Federal do Ceará (UFC),Universidade Federal do Ceará (UFC)
8JMKD3MGPDW34P/3Q5E22L,1,"Oliveira, Ericka C. Souza",Ericka C. Souza Oliveira,Universidade Federal do Amazonas (UFAM),Universidade Federal do Amazonas (UFAM)
8JMKD3MGPDW34P/3Q5E22L,2,"Marinho, Rogerio Ribeiro",Rogerio Ribeiro Marinho,Universidade Federal do Amazonas (UFAM),Universidade Federal do Amazonas (UFAM)
8JMKD3MGPDW34P/3Q5E2J8,1,"Penha, Thales Vaz",Thales Vaz Penha,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5E2J8,2,"Pletsch, Mikhaela Aloisia Jessie Santos",Mikhaela Aloisia Jessie Santos Pletsch,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5E2J8,3,"Silva-Jr, Celso Henrique Leite",Celso Henrique Leite Silva-Jr,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5E2J8,4,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5E2J8,5,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQN5,1,"Pereira, Adriana Castreghini de Freitas",Adriana Castreghini de Freitas Pereira,Universidade Estadual de Londrina (UEL),Universidade Estadual de Londrina (UEL)
8JMKD3MGPDW34P/3Q5DQN5,2,"Novo, Evlyn Márcia Leăo de Moraes",Evlyn Márcia Leăo de Moraes Novo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQN5,3,"Raminelli, Jaqueline Aparecida",Jaqueline Aparecida Raminelli,Universidade Estadual de Londrina (UEL),Universidade Estadual de Londrina (UEL)
8JMKD3MGPDW34P/3Q5DLA5,1,"Pinheiro, Tarsus Magnus",Tarsus Magnus Pinheiro,Universidade Federal do Rio de Janeiro (UFRJ),Universidade Federal do Rio de Janeiro (UFRJ)
8JMKD3MGPDW34P/3Q5DLA5,2,"Esperança, Claudio",Claudio Esperança,Universidade Federal do Rio de Janeiro (UFRJ),Universidade Federal do Rio de Janeiro (UFRJ)
8JMKD3MGPDW34P/3Q5DS85,1,"Pithan, Pamela A.",Pamela A. Pithan,Universidade Federal do Rio Grande do Sul (UFRGS),Universidade Federal do Rio Grande do Sul (UFRGS)
8JMKD3MGPDW34P/3Q5DS85,2,"Souza-Jr, Manoel A.",Manoel A. Souza-Jr,Universidade Federal de Santa Maria (UFSM),Universidade Federal de Santa Maria (UFSM)
8JMKD3MGPDW34P/3Q5DS85,3,"Sebem, Elodio",Elodio Sebem,Universidade Federal de Santa Maria (UFSM),Universidade Federal de Santa Maria (UFSM)
8JMKD3MGPDW34P/3Q5DQB2,1,"Pletsch, Mikhaela A. J. S.",Mikhaela A. J. S. Pletsch,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DQB2,2,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DLCB,1,"Reis, Mariane Souza",Mariane Souza Reis,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DLCB,2,"Dutra, Luciano Vieira",Luciano Vieira Dutra,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DLCB,3,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DTC8,1,"Romani, Carlos A.",Carlos A. Romani,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/3Q5DTC8,2,"Camara, Gilberto",Gilberto Camara,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
